순위,코드/티커,종목명,시장,배율,현재가,거래량,거래대금,1W(%),2W(%),1M(%),3M(%),6M(%),1Y(%),3Y(%)
65,381170,TIGER 미국테크TOP10 INDXX,K Market,1X,31755.0,563178,17909000000.0,5.92,4.66,4.37,-4.65,9.1,16.33,133.56
66,466920,SOL 조선TOP3플러스,K Market,1X,27250.0,632298,17226000000.0,-5.12,-2.05,0.39,-23.15,-25.14,-17.51,
67,0080G0,KODEX 방산TOP10,K Market,1X,10250.0,1594249,16572000000.0,-0.97,3.22,0.49,-16.13,-27.21,0.11,
68,0210A0,ACE K반도체TOP2+,K Market,1X,7475.0,2216975,16476000000.0,9.6,2.47,4.62,,,,
69,237350,KODEX 코스피100,K Market,1X,89080.0,181484,16168000000.0,5.71,0.77,1.46,-25.46,30.26,167.47,255.37
70,498410,KODEX 금융고배당TOP10타겟위클리커버드콜,K Market,1X,11875.0,1336346,15821000000.0,-2.82,-0.29,4.5,8.02,-3.16,15.39,
71,469150,ACE AI반도체TOP3+,K Market,1X,61480.0,252189,15461000000.0,8.54,2.38,6.41,-27.37,26.31,293.09,
72,0043B0,TIGER 머니마켓액티브,K Market,1X,103720.0,146162,15159000000.0,0.08,0.14,0.28,0.92,1.74,3.28,
73,411060,ACE KRX금현물,K Market,1X,27050.0,553674,15071000000.0,2.97,1.44,-4.92,-5.14,-16.02,19.08,132.09
74,0094M0,RISE 코리아밸류업위클리고정커버드콜,K Market,1X,17410.0,841104,14637000000.0,2.44,-0.13,0.88,-17.07,22.43,119.08,
75,367760,RISE 네트워크인프라,K Market,1X,60230.0,226017,13541000000.0,8.06,1.65,5.22,-32.37,67.7,339.96,525.64
76,233160,TIGER 코스닥150 레버리지,K Market,2X,7620.0,1797453,13497000000.0,6.5,-0.07,1.74,-42.62,-59.31,-26.44,-48.31
77,117700,KODEX 건설,K Market,1X,7195.0,1838561,13211000000.0,-0.69,2.79,15.4,1.07,1.87,78.27,95.57
78,449450,PLUS K방산,K Market,1X,51860.0,246260,12910000000.0,-2.88,0.7,-0.88,-20.85,-29.63,-2.52,366.16
79,102780,KODEX 삼성그룹,K Market,1X,26340.0,470180,12334000000.0,3.29,-1.51,-0.45,-22.99,38.63,151.94,192.11
80,0173Y0,KODEX 미국AI광통신네트워크,K Market,1X,11440.0,1074454,12211000000.0,10.0,11.5,0.88,-21.52,,,
81,161510,PLUS 고배당주,K Market,1X,25000.0,482368,12026000000.0,-2.48,-2.15,1.62,1.71,-2.72,34.71,160.15
82,356540,ACE 종합채권(AA-이상)액티브,K Market,1X,101155.0,118632,11998000000.0,0.5,-0.06,0.32,-0.24,-2.78,-6.05,6.9
83,0182R0,1Q K반도체TOP2+,K Market,1X,10970.0,1071074,11730000000.0,9.15,1.48,3.25,-33.76,,,
84,466940,TIGER 은행고배당플러스TOP10,K Market,1X,27330.0,427114,11631000000.0,-2.04,-0.15,7.4,10.01,8.28,49.93,
85,465580,ACE 미국빅테크TOP7 Plus,K Market,1X,24775.0,465655,11560000000.0,4.87,3.75,3.32,-2.42,14.01,22.65,
86,367380,ACE 미국나스닥100,K Market,1X,31370.0,351939,11055000000.0,5.41,3.75,1.55,-11.76,12.82,25.27,108.4
87,456600,TIME 글로벌AI인공지능액티브,K Market,1X,59780.0,182459,10905000000.0,8.07,3.44,2.72,-21.64,38.19,91.31,361.44
88,228790,TIGER 화장품,K Market,1X,4315.0,2510581,10799000000.0,-1.6,-2.82,-5.06,30.56,25.25,11.1,68.75
89,469830,SOL 초단기채권액티브,K Market,1X,54470.0,197889,10779000000.0,0.06,0.12,0.27,0.85,1.67,3.24,
90,490590,RISE 미국AI밸류체인데일리고정커버드콜,K Market,1X,14495.0,737787,10698000000.0,7.65,4.88,3.31,-12.0,24.94,50.29,
91,357870,TIGER CD금리투자KIS(합성),K Market,1X,58090.0,183804,10676000000.0,0.07,0.12,0.25,0.76,1.48,2.92,10.11
92,0193L0,PLUS 삼성전자선물단일종목인버스2X,K Market,-2X,8150.0,1288541,10639000000.0,-18.34,-5.12,-0.61,-30.31,,,
93,484880,SOL 금융지주플러스고배당,K Market,1X,23385.0,446960,10395000000.0,-2.3,0.39,8.47,12.32,10.54,60.56,
94,477050,PLUS 머니마켓액티브,K Market,1X,53585.0,193312,10358000000.0,0.03,0.08,0.2,0.86,1.61,3.11,
95,0008T0,SOL 화장품TOP3플러스,K Market,1X,17595.0,587829,10286000000.0,-1.95,-3.06,-4.01,31.65,26.08,26.25,
96,441640,KODEX 미국배당커버드콜액티브,K Market,1X,12480.0,819903,10251000000.0,2.42,1.32,-1.27,-5.3,2.53,15.71,60.37
97,494670,TIGER 조선TOP10,K Market,1X,21580.0,467099,10081000000.0,-5.0,-1.64,0.61,-21.51,-25.7,-16.01,
98,483320,ACE 엔비디아밸류체인액티브,K Market,1X,25565.0,393752,10074000000.0,9.18,5.47,4.18,-21.75,42.54,134.78,
99,494300,KODEX 미국나스닥100데일리커버드콜OTM,K Market,1X,9130.0,1097628,10038000000.0,5.73,4.22,1.29,-13.28,1.68,16.9,
100,361580,RISE 200TR,K Market,1X,63480.0,157490,9995000000.0,5.74,0.7,1.51,-24.5,29.39,158.36,246.6
101,091170,KODEX 은행,K Market,1X,16735.0,586324,9803000000.0,-2.65,0.03,7.72,13.53,10.73,55.15,215.4
102,123320,TIGER 레버리지,K Market,2X,115010.0,85033,9702000000.0,11.73,0.89,1.61,-51.91,28.65,360.74,601.75
103,0072R0,TIGER KRX금현물,K Market,1X,12925.0,743272,9660000000.0,3.23,1.21,-4.75,-4.96,-16.07,19.01,
104,0183J0,TIGER 미국우주테크,K Market,1X,7665.0,1229133,9417000000.0,7.13,4.29,-5.31,-30.7,,,
105,0098F0,KODEX 원자력SMR,K Market,1X,16600.0,562900,9371000000.0,-1.92,-0.18,14.72,-6.79,-21.2,,
106,0184L0,PLUS 중기종합채권(A-이상)액티브,K Market,1X,100515.0,92748,9321000000.0,-0.03,-0.16,-0.0,0.68,,,
107,329200,TIGER 리츠부동산인프라,K Market,1X,4080.0,2277007,9273000000.0,0.74,0.99,0.15,3.32,-7.46,1.27,19.23
108,453850,ACE 미국30년국채액티브(H),K Market,1X,7135.0,1299132,9264000000.0,1.13,-0.14,0.14,-4.59,-3.84,-4.79,-11.9
109,0048J0,KODEX 미국머니마켓액티브,K Market,1X,13800.0,666155,9210000000.0,2.56,3.18,-0.14,-9.41,-6.11,3.46,
110,0101N0,RISE AI전력인프라,K Market,1X,21120.0,429096,9082000000.0,6.32,5.34,16.4,-4.0,22.93,,
111,0183V0,KIWOOM 삼성전자&SK하이닉스채권혼합50,K Market,1X,12030.0,748014,8986000000.0,4.93,1.6,1.48,-12.74,,,
112,463250,TIGER K방산&우주,K Market,1X,33810.0,260885,8968000000.0,-1.74,3.17,0.57,-17.11,-27.94,12.93,221.91
113,475310,SOL 반도체후공정,K Market,1X,28200.0,314262,8728000000.0,9.11,2.77,12.35,-16.94,-10.33,125.96,
114,449180,KODEX 미국S&P500(H),K Market,1X,17160.0,505201,8663000000.0,0.88,-0.35,0.5,2.55,15.58,16.97,63.58
115,294400,KIWOOM 200TR,K Market,1X,146685.0,58211,8526000000.0,5.85,0.79,1.66,-24.28,29.58,158.5,246.24
116,271050,KODEX WTI원유선물인버스(H),K Market,-1X,1720.0,4961911,8502000000.0,3.24,-5.7,-12.24,-27.12,-27.43,-57.95,-60.14
117,284430,KODEX 200미국채혼합50,K Market,1X,21065.0,401723,8448000000.0,4.31,1.4,-0.18,-16.3,5.96,47.0,75.34
118,0239Z0,PLUS AI반도체소부장액티브,K Market,1X,10960.0,762047,8279000000.0,,,,,,,
119,0162L0,KODEX 차이나AI반도체TOP10,K Market,1X,13845.0,590572,8211000000.0,8.97,5.45,2.14,-30.09,41.65,,
120,305540,TIGER 2차전지테마,K Market,1X,18320.0,432020,7968000000.0,-0.43,-2.89,5.53,-10.66,-8.45,25.87,-47.39
121,0167B0,SOL 200타겟위클리커버드콜,K Market,1X,12090.0,651311,7840000000.0,5.13,1.21,1.39,-24.55,27.22,,
122,448330,KODEX 삼성전자채권혼합,K Market,1X,17535.0,444869,7776000000.0,2.63,0.55,-0.98,-5.04,13.36,57.11,72.55
123,423160,KODEX KOFR금리액티브(합성),K Market,1X,110850.0,69524,7706000000.0,0.05,0.12,0.24,0.7,1.38,2.77,10.0
124,0233J0,TIGER 삼성전자SK하이닉스미국채혼합50,K Market,1X,10795.0,708383,7625000000.0,6.25,3.2,,,,,
125,489030,PLUS 고배당주위클리커버드콜,K Market,1X,6300.0,1208448,7604000000.0,-3.82,-2.25,0.51,8.51,-22.37,-26.17,
126,457990,PLUS 태양광&ESS,K Market,1X,33385.0,219253,7337000000.0,-2.3,-6.76,-7.52,-15.92,-8.33,102.03,248.12
127,418660,TIGER 미국나스닥100레버리지(합성),K Market,2X,40895.0,176765,7250000000.0,10.75,7.28,2.65,-23.61,21.64,44.52,238.73
128,449170,TIGER KOFR금리액티브(합성),K Market,1X,111930.0,63042,7056000000.0,0.06,0.12,0.24,0.69,1.34,2.7,9.95
129,475720,RISE 200위클리커버드콜,K Market,1X,12835.0,544218,6973000000.0,4.22,1.14,1.37,-17.03,12.63,67.93,
130,226490,KODEX 코스피,K Market,1X,71870.0,94301,6772000000.0,4.69,0.3,1.38,-23.06,21.92,120.3,186.07
131,0005D0,SOL 전고체배터리&실리콘음극재,K Market,1X,14530.0,457397,6644000000.0,1.75,-1.29,9.54,-18.39,-18.8,39.63,
132,462010,TIGER 2차전지소재Fn,K Market,1X,4675.0,1411751,6633000000.0,-1.16,-4.2,3.54,-21.16,-27.52,19.87,-58.63
133,0198A0,KIWOOM 코스닥150커버드콜액티브,K Market,1X,8680.0,767775,6621000000.0,3.15,0.12,0.98,,,,
134,476550,TIGER 미국30년국채커버드콜액티브(H),K Market,1X,6760.0,968616,6546000000.0,1.2,0.0,-0.07,-4.59,-3.76,-4.67,
135,396520,TIGER 차이나반도체FACTSET,K Market,1X,13625.0,467013,6429000000.0,11.82,5.25,-1.48,-29.28,27.81,60.52,125.06
136,412570,TIGER 2차전지TOP10레버리지,K Market,2X,1169.0,5392535,6369000000.0,-1.52,-7.22,8.04,-26.57,-21.39,11.55,-89.52
137,491620,RISE 미국테크100데일리고정커버드콜,K Market,1X,10580.0,601476,6368000000.0,5.38,3.83,1.24,-8.52,12.96,24.47,
138,455890,RISE 머니마켓액티브,K Market,1X,55570.0,114008,6335000000.0,0.07,0.13,0.25,0.83,1.63,3.13,11.51
139,446770,ACE 글로벌반도체TOP4 Plus,K Market,1X,79750.0,79183,6326000000.0,7.73,3.36,2.68,-23.94,34.89,156.05,463.68
140,462900,KoAct 바이오헬스케어액티브,K Market,1X,12675.0,490923,6267000000.0,-1.25,-6.94,-10.17,-21.74,-46.74,-29.58,13.94
141,0015B0,KoAct 미국나스닥성장기업액티브,K Market,1X,19355.0,318223,6152000000.0,9.82,7.32,5.82,-26.0,15.17,63.68,
142,423920,TIGER 미국필라델피아반도체레버리지(합성),K Market,2X,85150.0,70976,6053000000.0,14.53,11.2,0.77,-48.93,70.15,237.03,560.13
143,471780,TIGER 코리아테크액티브,K Market,1X,38100.0,159722,6038000000.0,9.31,5.1,10.92,-25.0,47.88,231.88,
144,445290,KODEX 로봇액티브,K Market,1X,30900.0,192973,5938000000.0,2.2,-1.53,-1.18,-19.3,-6.59,80.92,128.65
145,0209D0,KODEX 전고체배터리ESS TOP2플러스,K Market,1X,7975.0,741632,5929000000.0,-0.06,-3.04,6.05,,,,
146,482730,TIGER 미국S&P500타겟데일리커버드콜,K Market,1X,11705.0,505341,5919000000.0,3.77,2.77,0.25,-7.42,6.72,18.09,
147,497880,SOL CD금리&머니마켓액티브,K Market,1X,50110.0,115437,5785000000.0,0.05,0.12,0.25,0.86,1.7,3.3,
148,267770,TIGER 200선물레버리지,K Market,2X,87370.0,66744,5750000000.0,11.7,0.74,1.45,-52.1,27.92,355.43,580.24
149,0046A0,TIGER 미국초단기(3개월이하)국채,K Market,1X,9570.0,597166,5723000000.0,2.68,3.18,-0.04,-9.37,-6.51,2.61,
150,293180,HANARO 200,K Market,1X,111975.0,49033,5486000000.0,5.78,0.74,1.54,-24.48,29.57,158.22,246.19
151,472160,TIGER 미국테크TOP10 INDXX(H),K Market,1X,19310.0,280865,5420000000.0,3.21,1.71,4.58,5.32,16.96,14.17,
152,102970,KODEX 증권,K Market,1X,17670.0,305742,5357000000.0,-2.56,-3.23,-3.02,-21.18,-33.44,37.56,222.62
153,0228G0,ACE 반도체Plus전략산업,K Market,1X,10365.0,504597,5246000000.0,2.88,0.78,0.53,,,,
154,461950,KODEX 2차전지핵심소재10,K Market,1X,4760.0,1086289,5202000000.0,-1.75,-4.42,3.93,-19.21,-23.39,19.93,-59.9
155,272580,TIGER 단기채권액티브,K Market,1X,57170.0,90356,5165000000.0,0.04,0.09,0.19,0.75,1.35,2.66,10.03
156,0238F0,KODEX 미국AI메모리TOP2플러스,K Market,1X,10710.0,475618,5100000000.0,,,,,,,
157,315960,RISE 대형고배당10TR,K Market,1X,79580.0,63901,5089000000.0,3.75,0.01,0.14,-23.86,32.54,231.86,381.43
158,138540,TIGER 현대차그룹플러스,K Market,1X,48200.0,105341,5087000000.0,-3.26,-5.44,-5.19,-21.58,-20.59,31.57,120.95
159,458760,TIGER 미국배당다우존스타겟커버드콜2호,K Market,1X,10810.0,465084,5035000000.0,1.5,0.75,-3.22,-4.0,0.91,24.1,42.95
160,0115D0,KODEX 조선TOP10,K Market,1X,7520.0,668521,5032000000.0,-4.69,-2.15,-0.79,-22.59,-24.88,,
161,144600,KODEX 은선물(H),K Market,1X,10695.0,463497,4992000000.0,3.38,0.33,-4.68,-1.7,-12.3,50.59,145.81
162,438080,ACE 미국S&P500미국채혼합50액티브,K Market,1X,14065.0,348143,4903000000.0,3.08,2.03,-0.14,-8.64,0.14,9.1,40.09
163,114100,RISE 국고채3년,K Market,1X,105665.0,45505,4808000000.0,-0.05,-0.33,-0.28,0.27,-0.07,-1.1,8.17
164,379780,RISE 미국S&P500,K Market,1X,23030.0,208379,4804000000.0,3.48,2.63,0.13,-7.6,7.61,18.86,85.38
165,252710,TIGER 200선물인버스2X,K Market,-2X,76.0,61931238,4747000000.0,-11.63,-2.56,-5.0,15.15,-70.88,-94.4,-97.15
166,290130,RISE ESG사회책임투자,K Market,1X,48810.0,96898,4735000000.0,6.44,0.92,1.98,-26.58,39.34,206.11,367.53
167,0167Z0,KODEX 미국우주항공,K Market,1X,7560.0,623010,4704000000.0,6.63,2.79,-7.64,-34.32,-26.79,,
168,434730,HANARO 원자력iSelect,K Market,1X,59560.0,77727,4644000000.0,-0.27,-2.51,10.33,-16.11,-16.27,64.99,419.09
169,277630,TIGER 코스피,K Market,1X,72930.0,62774,4581000000.0,5.13,0.25,1.47,-23.0,21.92,120.23,184.92
170,307520,TIGER 지주회사,K Market,1X,22160.0,206996,4578000000.0,-0.74,-4.17,4.38,-7.69,9.22,59.61,157.23
171,0041E0,KODEX 미국S&P500액티브,K Market,1X,16315.0,278769,4546000000.0,5.19,3.85,1.78,-14.36,14.61,32.99,
172,0233A0,ACE 삼성전자SK하이닉스플러스채권혼합50,K Market,1X,10705.0,425791,4543000000.0,4.34,1.18,,,,,
173,444200,SOL 코리아메가테크액티브,K Market,1X,45860.0,98393,4495000000.0,3.32,-0.95,-0.75,-25.85,3.01,94.9,268.98
174,494220,UNICORN SK하이닉스밸류체인액티브,K Market,1X,50585.0,89431,4494000000.0,10.58,5.0,12.39,-27.22,44.74,305.65,
175,368590,RISE 미국나스닥100,K Market,1X,30445.0,147402,4491000000.0,5.53,3.75,1.55,-11.72,13.0,25.62,109.16
176,471760,TIGER AI반도체핵심공정,K Market,1X,14530.0,302391,4368000000.0,6.49,-0.07,9.04,-26.89,-29.31,59.15,
177,0163Y0,KoAct 코스닥액티브,K Market,1X,9595.0,450648,4288000000.0,8.73,6.37,12.03,-17.64,-24.03,,
178,363580,KODEX 200IT TR,K Market,1X,57170.0,74066,4227000000.0,7.87,0.11,3.75,-31.92,65.33,336.41,374.05
179,0151S0,KODEX 미국AI반도체TOP3플러스,K Market,1X,15920.0,259278,4122000000.0,11.02,7.46,6.92,-18.24,45.8,,
180,0199C0,ACE 고배당주Plus커버드콜액티브,K Market,1X,9260.0,443188,4088000000.0,-0.8,-0.54,1.96,-3.09,,,
181,0234N0,KIWOOM 삼성SK그룹TOP4+,K Market,1X,10485.0,385307,4039000000.0,7.43,0.14,,,,,
182,469070,RISE AI&로봇,K Market,1X,10950.0,366251,3999000000.0,1.11,-2.32,-2.32,-15.08,-28.59,11.39,
183,0093A0,RISE AI반도체TOP10,K Market,1X,35030.0,115157,3999000000.0,10.16,3.49,12.89,-22.66,5.94,216.13,
184,474590,WON 반도체밸류체인액티브,K Market,1X,47115.0,85307,3976000000.0,,,,-23.0393,,,
185,441800,TIME Korea플러스배당액티브,K Market,1X,29280.0,133516,3891000000.0,,,,-21.2856,,,
186,451060,1Q 200액티브,K Market,1X,35760.0,107826,3853000000.0,,,,-25.6173,,,
187,448290,TIGER 미국S&P500(H),K Market,1X,17785.0,209554,3723000000.0,,,,2.0752,,,
188,0040Y0,SOL 팔란티어커버드콜OTM채권혼합,K Market,1X,8050.0,459986,3703000000.0,,,,1.3928,,,
189,435420,TIGER 미국나스닥100채권혼합50,K Market,1X,14110.0,257740,3638000000.0,,,,-5.5975,,,
190,480040,ACE 미국반도체데일리타겟커버드콜(합성),K Market,1X,14435.0,250934,3617000000.0,,,,-26.7645,,,
191,0100K0,KODEX 방산TOP10레버리지,K Market,2X,6190.0,567327,3596000000.0,-3.28,5.18,-0.96,-39.46,-57.83,,
192,449190,KODEX 미국나스닥100(H),K Market,1X,22455.0,156934,3519000000.0,,,,-1.7526,,,
193,0168K0,TIGER 기술이전바이오액티브,K Market,1X,5505.0,628251,3472000000.0,,,,-25.9334,,,
194,497570,TIGER 미국필라델피아AI반도체나스닥,K Market,1X,21955.0,157924,3467000000.0,,,,-19.2128,,,
195,457480,ACE 테슬라밸류체인액티브,K Market,1X,18695.0,185317,3467000000.0,,,,-22.1666,,,
196,496080,TIGER 코리아밸류업,K Market,1X,32700.0,105227,3436000000.0,,,,-22.4148,,,
197,480020,ACE 미국빅테크7+데일리타겟커버드콜(합성),K Market,1X,10250.0,334514,3427000000.0,,,,-8.6118,,,
198,0207G0,SOL 우주항공밸류체인,K Market,1X,7295.0,467150,3427000000.0,,,,-19.8925,,,
199,489250,KODEX 미국배당다우존스,K Market,1X,12700.0,266947,3393000000.0,,,,-3.7281,,,
200,465330,RISE 2차전지TOP10,K Market,1X,11090.0,303530,3389000000.0,,,,-11.1243,,,
